src,trg
"i am a 14 year old female that was recently diagnosed with a slight bit of pneumonia, i took the antibiotics that i was supposed to take: once a day for 6 days, i completed it. But I want to know if I'm know cured, it's been a week or two since I finish the tablet treatment, How can I tell that i'm cured?
","Thanks for your question on Healthcare Magic.I can understand your concern. If you are not having fever, cough or chest pain after completing antibiotics, you are probably cured from pneumonia. You are should also get done chest x ray. If recent chest x ray is showing normal results or resolving infiltration then you are cured from pneumonia. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"My friend had pneumonia a few weeks ago and was given cipro and flagl antibiotics.  She had to return to the hospital two more time because of spiking temperatures.  Fluid was tested from her lungs and came back negative.  Could she possibly have contacted mersa?
","Thanks for your question on Healthcare Magic.I can understand your concern. Repeated spiking temperatures (fever) in pneumonia patient is suggestive of nonresolving pneumonia.So better to consult pulmonologist and get done sputum culture and sensitivity report. Culture report will isolate the causative organism (if it is MRSA or other bacteria) and sensitivity report will guide about effective antibiotic treatment.He may need higher antibiotics on the basis of sensitivity report. By this, we can achieve speedy recovery. Hope I have solved your query. I will be happy to help you further. Wishing good health to your friend. Thanks.
"
"I am 33 years old, I was diagnosed with pneumonia almost a month ago after a short period of low grade fever and dry cough. Even after treatment with 4 courses of antibiotics dry cough has not resolved.I am having pain on the right lower side of the rib which is constant and experiencing back pain and pains all over my back and chest in a nonspecific pattern. A chest CT was performed and found subsegmental consolidatory changes in the anterior and lateral basal segments of right lower lobe with bronchial wall thickening, minimal ground glass opacification in the adjacent posterior and medial basal segments, few small mediastinal and axillary lymph nodes, plus few lymph nodes seen in the pretracheal region, few of them showing dense calcification.My last lab report from december 23rd is as followsTOTAL COUNT-7200/cummNeutrophils-70%, Lymphocytes-28%, Eosinophils-2%ESR-28 mm/hr.Still I am having fatigue, dry cough and pains. What can it be?
","Thanks for your question on Healthcare Magic.I can understand your concern. Possibility of post infectious bronchitis is more likely. Bronchitis (inflammation of airways) is common after pneumonia.And persistent dry cough and chest pain are mostly due to bronchitis.So better to consult pulmonologist and get done clinical examination of respiratory system and PFT (Pulmonary Function Test).PFT will not only diagnose bronchitis but it will also tell you about severity of the disease and treatment is based on severity only. You will mostly improve with inhaled bronchodilators (formoterol or salmeterol) and inhaled corticosteroid (ICS) (budesonide or fluticasone).Don't worry, you will be alright with all these. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"I ve had pneumonia numerous times always in my left lung. The last time was a year ago, it never went away. My pulmonary explained that the disease is between all the scar tissue. I also have Crohns Disease and am treated with remicade. After several C-Scans which showed a mass and biopsies and cultures which came back negative,I had the left lung completely removed last month and was diagnosed with pulmonary eosinothioia. Does this sound correct?
","Hello dearWarm  welcome to Healthcaremagic.comI have evaluated your query in details  .*  According to the narration it was seemingly the correct decision of     surgery  on part of the surgeon as well  as  patient , because  the      medicines  were  not  going to cure it at  all .Wishing you fine recovery .Feel free to ask any further  queries .Regards  .
"
"I had a fever from Friday to yesterday (Sunday), along with a cough. The temperature is now gone, but my cough is still here. I have been clearing my throat for a couple of weeks, but the coughing part started I believe on Saturday. Today, the cough is breaking, and other then the cough I feel 100% fine. Do I have pneumonia?
","Thanks for your question on Healthcare Magic.I can understand your concern. Possibility of pneumonia is very less because you are not having chest pain, mucus expectoration and your fever is also gone.So drink plenty of fluids orally and keep yourself hydrated. Avoid oily and spicy food. Avoid junk food. Avoid hard to chew food. Take levocetrizine and paracetamol combination twice daily. Do warm water gargles and steam inhalation 4-5 times a day. Don't worry, you will be alright with all these. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"I was diagnosed with double pneumonia 1 week ago having had the symptoms for a week, I have been on heavy penicillin and am left with weakness and a bad cough. My query is that my urine is reddish brown, looks like some blood could be there. Is this part of pneumonia. Thank you for your time. Jean aged 72 and normally healthy except for overweight.
","Hello dear Jean , hiWarm  welcome to Healthcaremagic.comI have evaluated your query in details  .* The urine color is in relation with side effect of penicillin , not a part of pneumonia .*  Has to be   addressed  immediately  to  your  treating  doctor for  this    issue .Wishing you fine recovery .Welcome for any further  guidance .Regards  .
"
"NAME: Brent
","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge
"
"my boyfriend was put in the hospital for strep a nemonia 5 days ago yesterday they done another x ray and said that his nemonia was getting worse and had spread to his left lung and was also in his right real bad they also done a culture on the stuff that hes been coughing up out of his lungs and today they told us he has staph in his lungs how dangerous is this and what should be done
","Hello Thank you for trusting HCM Dear what is the culture report suggestive?? Staphylococcus aureus pneumonia take more time to come under control, usually community acquired Staphylococcus infection may present with methicillne resistance(MRSA) , for this patient cases need to treated with vancomycine, and linezolid. Some patients also developed vancomycine resistant staph aureus (VRSA) infection, this infection very problematic to control. very few drugs like Quinupristin-dalfopristin and linezolid available to control VRSA. Please follow your doctor orders they will treat you in right way. I think I answered to your question if you have more questions please feel free to ask.
"
"Just found out I was pregnant. Yesterday diagnosed with pneumonia. I am a high risk pregnancy. Fertility issues, pcos, weak cervix. Delivered first daughter at 29 weeks, miscarried, and gave birth at 38 weeks to second daughter, but was on bedrest for weak cervix beginning at 5 months. I m a wreck. When I miscarried they said my progesterone level is low which caused me to miscarry, and gave me progesterone shots every week. Can t see doctor for two days.
","Thanks for your question on Healthcare Magic.I can understand your concern. Pneumonia with pregnancy is always critical.Antibiotics as early as possible is the treatment of choice for pneumonia. So better to immediately consult doctor and start antibiotics for pneumonia. Drink plenty of fluids orally and keep yourself hydrated. With prompt and appropriate treatment, pneumonia can be cured easily. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"I was recently diagnosed with pneumonia. I believe this started from bronchitis. I am now having some mild chest pain after a meal and it goes into both shoulders and can last anywhere from 15 to 90 minutes. Any ideas. This has occured for about two weeks. I am taking ceclor.
","Hello dear , hiWelcome to Healthcaremagic.comI have evaluated your query thoroughly .*  The shoulder pain is in relation with the referred pain from the Phrenic  nerve irritation via pneumonia patch .Hope this clears your query .Wishing you fine recovery .Regards .
"
"I have been recently diagnosed w the flu (nose swab test done). I am 34 years old- ex-smoker (quit completely for 7 years now) however each year I get ""walking pneumonia"" at least once. I'm almost certain I've got it again now. Anything I can do to stop getting pneumonia??
","Thanks for your question on Healthcare Magic.I can understand your concern. You should do following things to prevent recurrent pneumonia and improve your lung health. 1. Drink plenty of fluids orally and keep yourself hydrated.2. Do steam inhalation and warm water gargles 5-6 times a day.3. Take pneumococcal and influenza vaccine. Influenza vaccine should be taken annually while pneumococcal every five yearly.4. Avoid smoke, dust, fumes, chemicals etc and wear mask.5. Avoid unnecessary hospital visits.Don't worry, you will be alright with all these. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"Hello. About 3-4 weeks ago I was diagnosed with pneumonia. After two weeks I felt well enough to start getting back out, but I continued to cough up mucus. I got in the swimming pool last night and it was an outdoor pool and kind of cool. this morning I woke up with fever, wheezing bad and my back in my lung area hurts so bad. The coughing is getting worse too. Could the pneumonia have came back or never left? What should I do?
","Thanks for your question on Healthcare Magic.I can understand your concern. Swimming pool water is full of organisms. So possibility of relapse of pneumonia is more likely because your symptoms, coughing, wheezing, chest pain are more suggestive of pneumonia. So consult your doctor and get done clinical examination of respiratory system and chest x ray. If chest x ray is showing fresh infiltrates then you will need another course of antibiotics, mucolytic and expectorant drugs. Avoid swimming for atleast 1 month.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"my daddy is mystenia patient and he is suffering from pnemonia , and has been given augmneton from 3 weeks three times a day. Now when we have done his sputom test , he has got Gram -ve as 2+, so he is been given medicine doxiflow, and have been asked to go for asthama test. I am afraid if this is really a asthama case
","Hello dear , hiWelcome  to Healthcaremagic.comI have evaluated your query thoroughly .*  The asthma is basically restriction of  airway due to  variety of reasons     which may be pneumonia or other .*  Amount of chances depends upon the  severity of pneumonia , host     factors , aggressiveness of  the  treatment  with body response .Hope this clears your query .Regards .
"
"Hi, my Mom is 65 years of age, she never took ANY medication except for antibiotics in March when she broke her wrists of osteophyroses, about 4 weeks back she went to  a doctor  for a cough who tokd her she had brochites, and gave her a antibiotic of 400mg that she had to take twice a day, then that night she got worsr, thwe next day she went to another doctor who admitted her to hospital, said she had neumonia.Shes been in ICU ever since. She develop water in her lungs, her kidneys and liver had failed to work twice now, and she have infection in her muscles, (Cant Walk, talk & struggle to brath.
","Thanks for your question on Healthcare Magic.I can understand your concern. By your history and description, possibility of severe pneumonia with sepsis and MODS (multiple organ dysfunction syndrome) is more likely.Best treatment of pneumonia is identification of causative organism and then start appropriate treatment. So get done bronchoscopy and BAL (bronchoalveolar lavage) culture and sensitivity report.Also get done blood culture and sensitivity report. Culture report will isolate the causative organism and sensitivity report will guide about effective antibiotic treatment. By this we can achieve faster recovery. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"I have been sick for five weeks, I had pneumonia or bronchitis my doctor said.  Three weeks later I wasn't better so I went to doctor and had spatum test and she said I had significant ammounts of strep in my spatum.  I have chest pains and burning in my lungs, dizziness, caughing and a lot of mucus. I don't really understand what strep is and if this is serious
","Step short form for Streptococcus pneumonia. It is a microorganism which causes pneumonia or infection. With antibiotics it should get treated. It can be serious if not treated.
"
"Hi, may I answer your health queries right now ?  Please type your query here...I had pneumonia in Aug. of 2010, then again in Oct, of same year with fluid on my lung, this past week I started with sore head eyes and ears, within 2 days I started coughing and wheezing, went to urgent care, no temp.,b/p 148/84, o2 95, wbc low,3 was given antibiotic and inhaler. I still have bouts of coughing so much I get exhausted and a lot of wheezing, the wheezing is so bad , when I go to bed I am unable to sleep, should I return to urgent care or will this get better soon, thank you so much.
","listen carefully, you need full check up of lung and heart and some extent blood. i mention here some investigation if you prefer to do it1. cbc LFT, KFT, 2. SERUM IgE TOTAL3. XRAY  PA CHEST 4. ECG AND 2D ECHO5. IF POSSIBLE HRCT THORAX
"
"i am 46yrs old two wks ago i was diagnosed with pneumonia and the same time i had this suffercation feelin which was really scary i have had two lots of antibiotics and a nasal spray, today is the first day it has felt ok but im worried its goin to come back
","Thanks for your question on Healthcare Magic.I can understand your concern. In my opinion, you are mostly having bronchospasm which is causing this suffocating feeling. Pneumonia causes inflammation in airways and this in turn causes bronchospasm. So in my opinion, you should ask your doctor about starting inhaled bronchodilators like formoterol or salmeterol to relieve bronchospasm. Also avoid stress and tension, be relax and calm. Don't worry, you will be alright with all these. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"My daughter had a fever since monday. Maximum temp is 39 & the loweest is 38.4C. She also has cough & colds. Doctos saif she has pneumonia and wants to give her antibiotic already. When i asked if its viral or bacterial, she said she doesn't know. How would you know if it is viral of bacterial? I'm hesitant in giving her antibiotics because last month she took 2 kinds of antibiotics already.
","hi hope to satisfy youactually there is an viral infection there must be superimposed bacteria infection too.viral resolves with the passage of time on its own but to treat bacterial one we have to give antibiotics.for pneumonia you should give her azithromycin according to her weight 10 mg /kg wight once a day and for 5 days.plz mention the age n weight for next onwards.also give ibuprofen 10 mg /kg weight three times a day for 3 days n for nasal congestion give give arinac syrup twice a day for 7 days.hope she feels better soon.
"
"Hello Doctor, I am COPD patient. I was taken a vaccine called Pneumo 23 almost 4years and 8months ago. The doctor advised me to take the vaccine once in every 5 years. But before the completion of 5 year I am diagnosed with Pneumonia. What should I do? Should I take the vaccine before the completion of 5 year period? Please advise.
","Thanks for your question on Healthcare Magic.I can understand your concern. Pneumococcal vaccine is live attenuated vaccine. So it is contraindicated in active infections like pneumonia because it can flare up infection. So better not to take pneumococcal vaccine at present. Get complete cure from current pneumonia and then take pneumococcal vaccine. Don't worry if time period between two vaccine is more than 5 years.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"My sister has recently had a bone marrow transplant. In June she had a lung infection and since has had breathing problems. She has just been readmitted and a scan showed pneumonia, pus and fluid has been drained and further tests have shown she has a fistula? If this is treated will her breathing problems be eased?
","Thanks for your question on Healthcare Magic.I can understand your concern. Yes, if we treat Fistula, drain pus and fluid and cure pneumonia, her breathing will be eased.Since she is bone marrow transplant patient, possibility of atypical bacterial infection is more likely because of immunosuppression.So get done bronchoscopy and BAL culture. Also get done fluid culture and sensitivity report. Culture report will isolate the causative organism and sensitivity report will guide about effective antibiotic treatment. By these, we can achieve faster recovery. Hope I have solved your query. I will be happy to help you further. Wishing good health to your sister. Thanks.
"
"my son who is 19, suffered from mono last spring with a tonsillar abscess requiring hospitalization for steroid and antibiotic infusion. due to how ill he was, they did not want to remove the tonsils but recommended he have them removed when he improved. he went off to college, became ill, was diagnosed with pneumonia and still had a positive mono spot. so we were unable to schedule it for the christmas break as we planned but now he has a piece of his tonsil that is actually hanging off=it looks like the strands between his cryptic tonsil areas broke off and left this piece dangling. it is umcomfortable but i am not sure if it is emergent. no fever or c/o sore throat right now, but overall still not up to par since this continued bouts of illness.
","Hello dear , hiWarm welcome to Healthcaremagic.comI have evaluated your query thoroughly .*  Suggestions for better  recovery in this case -  Maintain hydration with plenty of liquids .-  Balanced nutritious diet .-  Avoid excess sugar , spicy , oily , non veg , chilled beverages .-  Gargles with salted lukewarm water added peppermint  oil  3  times / day -  Avoid exposure to dust / pollens , if necessary use triple layer face mask-  Continue antibiotics , decongestants  as  per  advise  of  the  doctor .-  ENT  visit  for  tonsillar  issue .Hope this will help you for  sure .Regards .
"
"diagnosed with type b flu on sunday, getting worse even with meds, now have rattling breathing and cough, only slight fevers that come and go, chest hurts, throat hurts, very weak, no appetite. And almost 33 weeks pregnant... could this be the sign of pneumonia coming on?
","Thanks for your question on Healthcare Magic.I can understand your concern. Yes, your symptoms are suggestive of pneumonia more. Pneumonia (lower respiratory tract infection) is common after upper respiratory tract infection (URTI).Worsening cough, chest congestion, rattling sound from chest, weakness, loss of appetite etc are characteristic symptoms of pneumonia. So better to consult pulmonologist and get done clinical examination of respiratory system and chest x ray (with abdominal shield).You should definitely start higher antibiotics to recover faster as you are pregnant. Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"My girlfriend was admitted into the hospital one week ago with pneumonia. A week later ,after being on constant IV antibiotics and fluids, her chest x-ray came back worse than a week ago. Also they have said something about a problem with her kidneys.
","Thanks for your question on Healthcare Magic.I can understand your concern. Pneumonia is lung infection. If not treated appropriately, it can cause generalized sepsis in the body.This sepsis can damage other vital organs like kidney, heart, liver etc. Since her chest x ray is worsening after 7 days of antibiotic and her kidneys are also-ran showing problem, possibility of severe pneumonia with sepsis is more likely.Best treatment of pneumonia is identification of causative pathogen and start appropriate treatment. For this bronchoscopy and BAL (bronchoalveolar lavage) is needed. BAL culture and sensitivity should be done. Culture report will isolate the causative organism and sensitivity report will guide about effective antibiotic treatment. So discuss about bronchoscopy and BAL with your doctor. Hope I have solved your query. I will be happy to help you further. Wishing good health to your girlfriend. Thanks.
"
"my son is 2 month old and when he was one month old then namuniya atak him and he was admited one month in Eraz hospital in balagung and after 15 days he having problem in the breathing he cant breathing well can u tell me what is the problem he have and what is the sulation?
","Hello dearWarm welcome to Healthcaremagic.comI have evaluated your query thoroughly .*  This has different  reasons  as    -  residual effect of pneumonia  -  decreased lung  immunity  -  spasm of       bronchi or alveoli with secretions  -  others .*  Need  urgent pediatric consultation for further management .Wishing your angel fine recovery .Regards .
"
"hi doctor,pls help me as my 67 year old mother is critical due to Tuberclosis and pneumonia .Her right lung is almost destroyed due to TB..This is a 3rd attack of the disease in last 14yrs.She is having difficulty breathing without oxygen and her oxygen levels are pretty low without support..they dropped to 50% at one time when she was off it.pls tell me if she is a candidate of lung transplant and what are her chances.urgently help..i live in dubai but right now i am in delhi to take care of it..i am told lung transplant isnt an option for her also it is not done in india..we r ready to come any where...pls helpdistressed daughter
","Hello dearWarm welcome to Healthcaremagic.comI  have  evaluated your query in depth , I can understand your feelings for your mother .*  She is in advanced stage of the disease , as it must be now drug     resistant  TB by now with multiple relapses .*  You have to accept the condition and give her symptomatic supportive     treatment  as  per  the  narrations  , she is not going to be cured totally     from  this  stage  of  the  systemic  illness .Wishing her fine health ahead .Regards .
"
"Hi, may I answer your health queries right now ?  Please type your query here...I have been to the doctor 2 times. First time, it was a severe sinus infection, week later had to go back, turned into pneumonia, had to go back third time. All 3 times I was given a shot, antibotics & c-pack first time, steroids, antibotics & shot second and antibotics & shot third. I have been hurting under my ribs and has gone to my back and shoulder. Do you think the pneumonia has gotten worse? Do I need to go back to the doctor?
","Hello dearWarm welcome to Healthcaremagic.comI have evaluated your concern in depth .*  This indicates lung pathology giving nerve endings pain with hurting ribs    radiating to back and shoulder .*  If  not  carried  out  x-ray chest  with or without  CT thorax is a must for    proper  diagnosis and management  guidelines .Hope this clears your query .Regards .
"
"My father 82 years old was in the hospital for pneumonia and per cardiac catherization showing blockage. It was diagnosed that blockage was too much for bypass or stent. Only medication is given to help heart. Heart muscles also showed dead so it was no use to have bypass surgery per cardiac physician as even if blockage removed muscles would not help heart. My question is that now released from home he has been very uncomfortable during night sleep. He moans while asleep. He gets up and sits on bed. He then lays back and the same continues. He states being tired from hospital stay. He states he is tired from stay in hospital like hospital bed etc.  He really gets to sleep at 6 am and then during the day he is fine. Then the next night it starts again. Has been home since Feb. 2. Current medical doctor provided meds to sleep but that was worse. My mother is the primary caretaker and has reported his night sleep is off after returning home. Does the new diagnosis cause this or is there is a reason. Thanks.
","Hello dearWarm welcome to Healthcaremagic.comI have evaluated your query thoroughly .*  There are different  reasons  for this as    -  lung abscess -  effusion  -  cardiac  distress induced  -  lung hypoxia     due  to  altered  pulmonary pressure  -  anxiety  exacerbation  -  others .Hope this clears your query .Regards .
"
"Dear Dr.Mahashur, i have been diagonised with 'MYCOPLASMIC PNEUMONIA' by a Dr in Singapore,(mycoplasmic pneumonia antibody fbc=  >1:1280) and am now on a 20-days course of 'avelox' ( moxifloxacin 400 mg) and have also been advised to take steroids for 10 days. I have already gone through a course of antibiotics to treat pneumonia (CLAVICEF)and TB has been eliminated by carrying out a bronchoscopy and lab analysis for TB. I am apprehensive about taking steroids, so pls advise if it is necessary to take steroids? thanks.
","Hello dearWarm welcome to Healthcaremagic.comI have evaluated your query thoroughly .*  The need of steroid is determined by the clinician taking into     considerations  many parameters .*  Steroids help to relieve mucosal  inflammation of the bronchi , gives     faster recovery , so under medical guidance a short course of steroid     to  be  consumed  has  no  harm in it .Hope this will help you for sure .Welcome for any further assistance .Regards .
"
"Hi, may I answer your health queries right now ?  Please type your query here...I am 42 year old female with known case of pneumonia and constant coughing and low body temp of 35.3c  feeling anemic advise please ? currently using Bioxin and guafinicine/codein
","Thanks for your question on Healthcare Magic.I can understand your concern.Constant coughing and hypothermia (low body temperature) in pneumonia patient can be due to1. Worsening of underlying pneumonia2. BronchitisSo better to consult pulmonologist and get done clinical examination of respiratory system, chest x ray and PFT (Pulmonary Function Test).Yoi may need higher antibiotic and inhaled bronchodilators (formoterol or salmeterol).Don't worry, you will be alright with all these.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"i had a severe bout of pneumonia is Nov.  I am feeling pain in the same area of my right lung again. Am coughing a bit but do not have a cold. Did notice a little mucos over the past couple of days. could the pneumonia be back?  typcially i ma in great shape
","Thanks for your question on Healthcare Magic.I can understand your concern.Pneumonia can recur.So better to first rule out pneumonia for your symptoms.So get done chest x ray.If chest x ray is normal then no need to worry for pneumonia or other lung disease.Take simple painkiller like paracetamol or ibuprofen. Apply warm water pad on affected areas.You will mostly improve with all these.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"A friend of mine has been treated for an, as yet unidentified, intestinal parasite with the antibiotic Levofloxacin. He was also diagnosed with a right lower lobe pneumonia discovered on CT scan. His physician told him that the antibiotic would take of both the pneumonia and the parasite. As a NP, I am familiar with Levaquin s use to combat pneumonia but the only antibiotics I can find for use as an antiparasitic are Tetracyline and Emycin if Metronidazole cannot be tolerated. Is Levofloxacin now also being used the way Emycin might be used in the absence of Flagyl?
","Respected user , HiWarm welcome to Healthcaremagic.comI have gone through your concern in depth .*  Levofloxacin is best effective molecule for pneumonia and many intestine    bugs .*  Metronidazole  may be kept reserved on waiting for certain test reports      or clinically physician may not need  to  add to the drug cart according     to the evaluation and clinical experience .Hope this clears your doubt .Regards .
"
"hi last night i went to emerg i heard the nurse tell my doctor i might have pnemonia he didn't even bother coming to see me and when i left upset and walked to his office he prescribed me meds that may react somehow with the meds i'm taking  should i be concerned should find a new doctor is this common way to treat your patients? he was the doctor on call last night
","Thanks for your question on Healthcare Magic.I can understand your concern.Yes, you should definitely consult another doctor.Pneumonia is lung infection and it should be treated promptly and correctly.And chest x ray is must for the diagnosis of pneumonia.So better to consult another doctor and get done chest x ray to rule out pneumonia.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"Son is 9 years old.  He has strep and is on amoxicilin.  His fever is gone now, but he still doesn't feel good.  Very tired and dark circles under the eyes.  Very pale.  He has been on the med for 3 full days and I think the antibiotic is not working.  Could he also have pneumonia (no cough though).
","Thanks for your question on Healthcare Magic.I can understand your concern.No need to worry for pneumonia as he is not having coughing.Coughing is first symptom of pneumonia.So pneumonia is unlikely in the absence of coughing.And 3 days antibiotic duration is too early to decide about effectiveness.You should give full 7 days course of amoxicillin.Fever was subsided so amoxicillin Island definitely working.Along within amoxicillin, give him plenty of fluids orally, fruits, juices etc for energy.Don't worry, he will be alright.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"My 1 year old daughter has been congested for about 2 days no coughing. Today she was fine this morning other than the stuffy nose. Now she is just laying around, just wants held interested in absolutely nothing and she has projectile vomited 3 times. Pneumonia is going around I know numerous people that have it. Are those symptoms?
","Thanks for your question on Healthcare Magic.I can understand your concern.Yes, possibility of pneumonia is more.Children don't show high grade fever sometimes.Vomiting can be seen in pneumonia. Chest congestion is classical symptom of pneumonia in children.So better to take her to pediatrician and get done clinical examination of respiratory system and chest x ray.She may need antibiotics and other supportive drugs.Hope I have solved your query. I will be happy to help you further. Wishing good health to your daughter. Thanks.
"
"I was diagnosed with a very large  pneumonia about a month ago in my left upper lobe, I have been on 3 different kinds of antibiotics.  I just received a phone call from my doctor with the results from my follow up chest xray and find out that the pneumonia has not gone away and is still about the same size.  What should be our next step?  She wants to put me on another type of anibiotic.
","Thanks for your question on Healthcare Magic.I can understand your concern.You are having persistent lung opacity despite of antibiotic treatment.So possibility of these is very high. 1. Drug resistant infection2. MalignancySo better to first diagnose and then start appropriate treatment.Bronchoscopy and CT scan of thorax are advised in your case.Bronchoscopy will isolate the causative organism and guide about specific antibiotic therapy.CT scan will tell you if there is mass lesion present or not.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"the bottom of my lungs hurt when i yawn. Its been going on for about 3 months right after my boyfriends grandmother got sick with pneumonia and sepsis. Im worried that something could be wrong because I was in the hospital with her a lot and she cough on me quite a bit and I am a type one diabetic should I go talk to my family doctor about it?
","Thanks for your question on Healthcare Magic.I can understand your concern.Yes, you should definitely consult your doctor.Pneumonia spread by coughing. So you might have cought infection from your boyfriend 's grandmother. You are also a diabetic, so lung infections are very easy to affect you.So better to consult your doctor and get done clinical examination of respiratory system and chest x ray.If chest x ray is normal then no need to worry for pneumonia, take simple painkiller like paracetamol for your chest pain.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"I was diagnosed with pneumonia 5 days ago and went to urgent care. been on prescribed antibiotics and I completed the 5 day treatment today, (Levofloxacin) I have flight reservations to Michigan on Friday morning 4/28/2017. Will it be safe to fly. Please advise. your anticipated help will be appreciated.
","Thanks for your question on Healthcare Magic.I can understand your concern.You have given oral antibiotic for pneumonia.This itself suggests that you are had walking pneumonia (no serious type).Levofloxacin is broad spectrum antibiotic and usually sufficient for walking pneumonia.So if you are don't have fever or coughing at present and feel good then you can definitely fly. No harm in it.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"I am recovering from Double Bilateral Pneumonia in hospital 3 days. I m an RT so I knew I had to use incentive spirometer and nebulizers for 2 weeks I am 2 weeks post discharge. I have to wear 02 at night only .5 to. 1 liter to keep sats above 90. During the day I occasionally need o2 I am on medical leave for 4 weeks is this going to get easier to breath soon I am resting as much as possible. I don t have much choice rather rest than feel pain I. Chest.
","Thanks for your question on Healthcare Magic.I can understand your concern.Pneumonia usually takes 2-3 weeks for complete recovery.Your oxygen requirement is decreasing. This is suggestive of recovery. So you will definitely be alright after 4 weeks. So get done repeat chest x ray to see how much pneumonia is recovered.Chest physiotherapy, deep breathing exercises, incentive spirometry are vital to achieve good lung functions after pneumonia.Don't worry, you will be alright.Hope I have solved your query. I will be happy to help you further. Wish you good health. Thanks.
"
"Good day,
","Thanks for your question on Healthcare Magic.I can understand your concern.Yes, recurrent lung infections can directly diminish lung functions.Recurrent infections can also cause asthma, bronchitis and further deteriorate lung functions.Best way to prevent respiratory tract infection is vaccines.Give him pneumococcal and influenza vaccines.These vaccines will provide 80% protection. Give him fruits, multivitamin tablets and protein powder for high immunity.Hope I have solved your query. I will be happy to help you further. Wishing good health to your son. Thanks.
"
"Hi .. I have been diagnosed with Pnemonia and have not slept in 4 days because of the coughing .. i'm hurting everywhere, going sligtly insane and cannot get to sleep no matter how much i try .. as soon as i breath in, it hurts and a cough .. any suggestions ?
","HiAfter spme days of the proper treatment you will feel better again. Don't worry it takes ssometime to recover. Dr.Jolanda
"
"hello doc.Im Gigi 51 yrs old previously i have ptb but the doctor told me that it was cured already 7 yrs ago every time i go to his clinic he told me i have a pneumonia after en x-ray result even though i told him that i spit w/ blood last monday i go to his clinic agin for a medical check up and he prescribed me cefuruxime kefstar i bought 9 pcs only and switch to another brand of cefuruxime Axetil after 4 days i spit mucus w/ blood as for now im suffering severe backpain what should i do thank you so much doc
","Hello Gigi !Coughing up blood with sputum (henoptysis) is a red flag sign .. meaning to say it definitely needs Medical attention . Considering you have had TB in the past there are many possibilities for your present episodes of hemoptysis.  It could me a bacterial infection or relapse of TB or post TB bronchiectasis (abnormal permanent dilation of your airways at few places which happens when they get damaged due to your past TB). Take a course of antibiotic as prescribed by your physician ,Consult with your physician  and discuss about taking drugs like tranexemic acid which reduce the bleeding tendency , cough suppressants . while sleeping, Lie on the side which was previously affected by TB and be on complete bed rest . Once your hemoptysis gets controlled go for sputum examination to check for TB bacilli , chest x ray and if needed HRCT thorax (to pick up bronchiectasis which can sometimes be not evident on x ray). Since u mentioned severe back pain , vascular abnormalities concerning  the descending aorta (the major blood vessel carrying blood from the heart)needs to be also considered  Treatment is to be decided based on the cause for your hemoptysis.Do review with your physician and get the necessary investigations done.
"
"Hi- I was diagnosed a month ago with community pneumonia. After two rounds of antibiotics I was feeling better. Now my cough is back and I have a strange heavy feeling especially in my legs. I have been exhausted too for the last few days. Could this be from pneumonia?
","Hello! Just because you have previously had a pneumonia does not necessarily mean this time too You will be having it again. Since how long have you been having cough ? Are you having a dry cough or produce phlegm ? what's the colour of the phlegm ? last time you had pneumonia was it properly n completely treated ? Apart from cough what are your other complaints at present ? your cough can be due to inflammation of your throat lining or it can be something to do with your lungs like previous time.  Kindly get your checked by a physician with an open mind and go for a Chest X ray if necessary.
"
